sehir,tarih,aylik_ortalama_ecopulse
Hakkari,2024-09,46.72
Hakkari,2024-10,55.22
Hakkari,2024-11,55.33
Hakkari,2024-12,63.31
Hakkari,2025-01,65.06
Hakkari,2025-04,59.25
Hakkari,2025-05,50.96
Hatay,2020-01,56.36
Hatay,2020-02,57.59
Hatay,2020-03,54.75
Hatay,2020-04,56.45
Hatay,2020-05,50.09
Hatay,2020-06,52.88
Hatay,2020-07,51.15
Hatay,2020-08,48.05
Hatay,2020-09,49.33
Hatay,2020-10,49.05
Hatay,2020-11,53.5
Hatay,2020-12,55.75
Hatay,2021-01,55.96
Hatay,2021-02,53.89
Hatay,2021-03,53.68
Hatay,2021-04,57.67
Hatay,2021-05,49.79
Hatay,2021-06,53.54
Hatay,2021-07,51.42
Hatay,2021-08,52.34
Hatay,2021-09,53.93
Hatay,2021-10,50.3
Hatay,2021-11,52.02
Hatay,2022-01,56.53
Hatay,2022-02,57.44
Hatay,2022-03,52.73
Hatay,2022-04,48.85
Hatay,2022-05,50.67
Hatay,2022-06,54.24
Hatay,2022-07,48.6
Hatay,2022-08,51.03
Hatay,2022-09,51.68
Hatay,2022-10,49.0
Hatay,2022-11,54.04
Hatay,2022-12,59.4
Hatay,2023-01,54.05
Hatay,2023-02,51.66
Hatay,2023-03,61.22
Hatay,2023-04,58.82
Hatay,2023-05,51.43
Hatay,2023-06,53.17
Hatay,2023-07,47.95
Hatay,2023-08,55.96
Hatay,2023-09,51.9
Hatay,2023-10,50.61
Hatay,2023-11,51.02
Hatay,2023-12,52.19
Hatay,2024-02,54.02
Hatay,2024-03,53.55
Hatay,2024-04,49.27
Hatay,2024-05,53.55
Hatay,2024-06,48.79
Hatay,2024-07,50.29
Hatay,2024-08,53.69
Hatay,2024-09,51.29
Hatay,2024-10,50.16
Hatay,2024-11,54.38
Hatay,2024-12,54.84
Hatay,2025-01,54.58
Hatay,2025-02,56.09
Hatay,2025-03,49.6
Hatay,2025-04,59.54
Hatay,2025-05,49.6
Isparta,2020-01,63.88
Isparta,2020-02,58.33
Isparta,2020-04,53.81
Isparta,2020-05,52.92
Isparta,2020-06,49.93
Isparta,2020-07,51.17
Isparta,2020-08,48.09
Isparta,2020-09,49.82
Isparta,2020-10,51.99
Isparta,2020-11,54.49
Isparta,2020-12,56.67
Isparta,2021-02,59.54
Isparta,2021-03,56.95
Isparta,2021-04,52.79
Isparta,2021-05,52.09
Isparta,2021-06,55.4
Isparta,2021-07,48.28
Isparta,2021-08,49.6
Isparta,2021-09,52.89
Isparta,2021-10,49.08
Isparta,2021-11,54.55
Isparta,2021-12,62.67
Isparta,2022-01,62.67
Isparta,2022-03,64.75
Isparta,2022-04,57.63
Isparta,2022-05,50.62
Isparta,2022-06,57.25
Isparta,2022-07,49.79
Isparta,2022-08,54.16
Isparta,2022-09,53.0
Isparta,2022-10,54.53
Isparta,2022-11,51.89
Isparta,2022-12,58.91
Isparta,2023-01,58.05
Isparta,2023-02,64.6
Isparta,2023-03,58.13
Isparta,2023-06,53.39
Isparta,2023-07,48.68
Isparta,2023-08,48.87
Isparta,2023-09,49.06
Isparta,2023-10,52.19
Isparta,2023-11,58.55
Isparta,2023-12,57.61
Isparta,2024-02,59.39
Isparta,2024-03,58.96
Isparta,2024-04,47.06
Isparta,2024-05,51.46
Isparta,2024-06,47.75
Isparta,2024-07,51.98
Isparta,2024-08,48.44
Isparta,2024-09,50.14
Isparta,2024-10,50.75
Isparta,2024-11,55.4
Isparta,2024-12,61.4
Isparta,2025-01,60.27
Isparta,2025-02,55.37
Isparta,2025-03,58.93
Isparta,2025-04,53.17
Iğdır,2020-01,60.92
Iğdır,2020-02,56.69
Iğdır,2020-03,60.34
Iğdır,2020-04,57.37
Iğdır,2020-05,50.9
Iğdır,2020-06,52.81
Iğdır,2020-07,48.92
Iğdır,2020-08,48.14
Iğdır,2020-09,48.8
Iğdır,2020-10,51.42
Iğdır,2020-11,56.21
Iğdır,2020-12,62.07
Iğdır,2021-01,61.25
Iğdır,2021-02,61.08
Iğdır,2021-04,54.08
Iğdır,2021-05,50.26
Iğdır,2021-06,47.05
Iğdır,2021-07,50.21
Iğdır,2021-08,46.06
Iğdır,2021-09,48.83
Iğdır,2021-10,51.66
Iğdır,2021-11,56.32
Iğdır,2022-01,60.14
Iğdır,2022-02,61.63
Iğdır,2022-03,59.66
Iğdır,2022-05,49.41
Iğdır,2022-06,54.38
Iğdır,2022-07,46.5
Iğdır,2022-08,47.35
Iğdır,2022-09,47.23
Iğdır,2022-10,52.09
Iğdır,2022-11,55.78
Iğdır,2022-12,57.57
Iğdır,2023-01,58.24
Iğdır,2023-02,60.43
Iğdır,2023-04,56.19
Iğdır,2023-05,51.52
Iğdır,2023-06,47.97
Iğdır,2023-07,45.68
Iğdır,2023-08,48.96
Iğdır,2023-09,50.11
Iğdır,2023-10,53.31
Iğdır,2023-11,52.02
Iğdır,2023-12,60.39
Iğdır,2024-02,59.35
Iğdır,2024-03,59.48
Iğdır,2024-04,54.39
Iğdır,2024-05,56.82
Iğdır,2024-06,45.87
Iğdır,2024-07,55.94
Iğdır,2024-08,50.5
Iğdır,2024-09,51.24
Iğdır,2024-10,52.05
Iğdır,2024-11,55.12
Iğdır,2024-12,57.91
Iğdır,2025-01,60.79
Iğdır,2025-02,58.39
Iğdır,2025-03,59.26
Iğdır,2025-05,58.1
Kahramanmaraş,2020-01,60.0
Kahramanmaraş,2020-02,60.6
Kahramanmaraş,2020-03,60.48
Kahramanmaraş,2020-04,57.32
Kahramanmaraş,2020-05,52.08
Kahramanmaraş,2020-06,51.26
Kahramanmaraş,2020-07,50.86
Kahramanmaraş,2020-08,46.4
Kahramanmaraş,2020-09,49.18
Kahramanmaraş,2020-10,50.85
Kahramanmaraş,2020-11,54.07
Kahramanmaraş,2020-12,57.29
Kahramanmaraş,2021-01,61.69
Kahramanmaraş,2021-02,61.55
Kahramanmaraş,2021-03,62.3
Kahramanmaraş,2021-04,56.65
Kahramanmaraş,2021-05,49.85
Kahramanmaraş,2021-06,51.96
Kahramanmaraş,2021-07,47.24
Kahramanmaraş,2021-08,50.26
Kahramanmaraş,2021-09,49.2
Kahramanmaraş,2021-10,49.1
Kahramanmaraş,2021-11,53.84
Kahramanmaraş,2021-12,64.7
Kahramanmaraş,2022-01,60.32
Kahramanmaraş,2022-02,62.98
Kahramanmaraş,2022-03,60.54
Kahramanmaraş,2022-04,54.33
Kahramanmaraş,2022-05,53.85
Kahramanmaraş,2022-06,50.21
Kahramanmaraş,2022-07,46.49
Kahramanmaraş,2022-08,50.5
Kahramanmaraş,2022-09,48.29
Kahramanmaraş,2022-10,50.22
Kahramanmaraş,2022-11,52.5
Kahramanmaraş,2022-12,58.51
Kahramanmaraş,2023-01,58.38
Kahramanmaraş,2023-02,60.63
Kahramanmaraş,2023-05,56.39
Kahramanmaraş,2023-06,61.02
Kahramanmaraş,2023-07,47.56
Kahramanmaraş,2023-08,48.44
Kahramanmaraş,2023-09,48.95
Kahramanmaraş,2023-10,51.6
Kahramanmaraş,2023-11,53.24
Kahramanmaraş,2023-12,55.81
Kahramanmaraş,2024-01,57.76
Kahramanmaraş,2024-02,57.09
Kahramanmaraş,2024-03,64.56
Kahramanmaraş,2024-04,55.76
Kahramanmaraş,2024-05,60.96
Kahramanmaraş,2024-06,46.92
Kahramanmaraş,2024-07,45.14
Kahramanmaraş,2024-08,49.15
Kahramanmaraş,2024-09,52.64
Kahramanmaraş,2024-10,52.57
Kahramanmaraş,2024-11,58.24
Kahramanmaraş,2024-12,57.16
Kahramanmaraş,2025-01,58.36
Kahramanmaraş,2025-02,56.02
Kahramanmaraş,2025-03,57.38
Kahramanmaraş,2025-04,56.88
Kahramanmaraş,2025-05,55.64
Karabük,2020-01,59.73
Karabük,2020-03,50.69
Karabük,2020-04,52.58
Karabük,2020-05,53.04
Karabük,2020-06,49.71
Karabük,2020-07,51.47
Karabük,2020-08,47.33
Karabük,2020-09,50.16
Karabük,2020-10,52.82
Karabük,2020-11,55.03
Karabük,2020-12,57.33
Karabük,2021-01,53.61
Karabük,2021-02,61.48
Karabük,2021-03,55.75
Karabük,2021-05,52.62
Karabük,2021-06,56.3
Karabük,2021-07,51.44
Karabük,2021-08,49.44
Karabük,2021-09,57.82
Karabük,2021-10,51.88
Karabük,2021-11,52.87
Karabük,2022-04,48.58
Karabük,2022-05,54.8
Karabük,2022-06,54.28
Karabük,2022-07,51.32
Karabük,2022-08,53.63
Karabük,2022-09,51.07
Karabük,2022-10,53.52
Karabük,2022-11,62.72
Karabük,2022-12,57.17
Karabük,2023-01,56.4
Karabük,2023-03,63.32
Karabük,2023-05,52.54
Karabük,2023-06,55.54
Karabük,2023-07,49.43
Karabük,2023-08,46.58
Karabük,2023-09,48.87
Karabük,2023-10,50.62
Karabük,2023-12,52.51
Karabük,2024-01,55.21
Karabük,2024-02,58.44
Karabük,2024-03,57.98
Karabük,2024-04,51.65
Karabük,2024-05,48.63
Karabük,2024-06,48.14
Karabük,2024-07,52.12
Karabük,2024-08,49.18
Karabük,2024-09,51.38
Karabük,2024-10,50.31
Karabük,2024-11,54.92
Karabük,2025-01,55.9
Karabük,2025-03,47.41
Karabük,2025-04,56.84
Karabük,2025-05,53.75
Karaman,2020-02,61.62
Karaman,2020-03,58.48
Karaman,2020-04,53.06
Karaman,2020-05,49.68
Karaman,2020-06,49.76
Karaman,2020-07,47.07
Karaman,2020-08,46.64
Karaman,2020-09,47.85
Karaman,2020-10,50.34
Karaman,2020-11,57.57
Karaman,2020-12,57.78
Karaman,2021-01,62.32
Karaman,2021-02,57.87
Karaman,2021-03,63.01
Karaman,2021-04,51.15
Karaman,2021-05,47.45
Karaman,2021-06,53.48
Karaman,2021-07,47.12
Karaman,2021-08,46.9
Karaman,2021-09,50.05
Karaman,2021-10,51.12
Karaman,2021-11,53.42
Karaman,2021-12,63.04
Karaman,2022-04,51.27
Karaman,2022-05,51.91
Karaman,2022-06,53.0
Karaman,2022-07,47.09
Karaman,2022-08,47.77
Karaman,2022-09,47.71
Karaman,2022-10,51.12
Karaman,2022-11,53.94
Karaman,2022-12,55.53
Karaman,2023-01,55.81
Karaman,2023-04,54.75
Karaman,2023-05,51.46
Karaman,2023-06,50.48
Karaman,2023-07,44.8
Karaman,2023-08,45.1
Karaman,2023-09,44.46
Karaman,2023-10,50.52
Karaman,2023-11,51.61
Karaman,2023-12,55.65
Karaman,2024-02,57.25
Karaman,2024-03,51.8
Karaman,2024-04,47.7
Karaman,2024-05,50.12
Karaman,2024-06,45.23
Karaman,2024-07,49.37
Karaman,2024-08,47.34
Karaman,2024-09,49.92
Karaman,2024-10,52.08
Karaman,2024-11,54.18
Karaman,2024-12,58.43
Karaman,2025-01,56.24
Karaman,2025-02,54.39
Karaman,2025-03,52.51
Karaman,2025-04,48.44
Karaman,2025-05,51.49
Kars,2020-01,63.21
Kars,2020-02,61.79
Kars,2020-04,58.03
Kars,2020-05,49.79
Kars,2020-06,52.95
Kars,2020-07,53.0
Kars,2020-08,50.82
Kars,2020-09,50.5
Kars,2020-10,53.05
Kars,2020-11,57.65
Kars,2020-12,63.0
Kars,2021-02,62.3
Kars,2021-03,61.21
Kars,2021-04,55.12
Kars,2021-05,54.55
Kars,2021-06,49.44
Kars,2021-07,54.76
Kars,2021-08,53.06
Kars,2021-09,52.07
Kars,2021-10,51.81
Kars,2021-11,58.04
Kars,2021-12,63.26
Kars,2022-01,64.4
Kars,2022-02,61.52
Kars,2022-04,58.36
Kars,2022-05,55.3
Kars,2022-06,50.36
Kars,2022-07,51.27
Kars,2022-08,46.63
Kars,2022-09,49.06
Kars,2022-10,52.97
Kars,2022-11,55.18
Kars,2022-12,59.61
Kars,2023-01,60.25
Kars,2023-02,62.64
Kars,2023-05,56.88
Kars,2023-06,56.91
Kars,2023-07,50.81
Kars,2023-08,50.05
Kars,2023-09,53.69
Kars,2023-10,56.17
Kars,2023-11,52.93
Kars,2023-12,60.14
Kars,2024-02,62.84
Kars,2024-04,57.73
Kars,2024-05,52.57
Kars,2024-06,49.99
Kars,2024-07,54.5
Kars,2024-08,54.68
Kars,2024-09,52.09
Kars,2024-10,54.74
Kars,2024-11,57.75
Kars,2025-01,61.78
Kars,2025-02,62.25
Kars,2025-03,62.88
Kars,2025-05,51.92
Kastamonu,2020-01,64.46
Kastamonu,2020-03,62.04
Kastamonu,2020-04,54.09
Kastamonu,2020-05,59.88
Kastamonu,2020-06,53.72
Kastamonu,2020-07,52.93
Kastamonu,2020-08,48.37
Kastamonu,2020-09,50.36
Kastamonu,2020-10,54.28
Kastamonu,2020-11,57.15
Kastamonu,2020-12,59.04
Kastamonu,2021-01,58.46
Kastamonu,2021-03,56.7
Kastamonu,2021-05,50.79
Kastamonu,2021-06,57.6
Kastamonu,2021-07,50.51
Kastamonu,2021-08,54.0
Kastamonu,2021-09,56.89
Kastamonu,2021-10,52.32
Kastamonu,2021-11,55.13
Kastamonu,2021-12,66.09
Kastamonu,2022-04,57.22
Kastamonu,2022-05,49.55
Kastamonu,2022-06,59.91
Kastamonu,2022-07,50.47
Kastamonu,2022-08,49.63
Kastamonu,2022-09,56.3
Kastamonu,2022-10,54.79
Kastamonu,2022-11,52.1
Kastamonu,2022-12,63.44
Kastamonu,2023-01,59.31
Kastamonu,2023-03,53.58
Kastamonu,2023-05,62.78
Kastamonu,2023-07,49.95
Kastamonu,2023-08,47.82
Kastamonu,2023-09,48.85
Kastamonu,2023-10,55.16
Kastamonu,2023-11,61.8
Kastamonu,2023-12,55.86
Kastamonu,2024-01,63.99
Kastamonu,2024-02,60.72
Kastamonu,2024-04,53.15
Kastamonu,2024-05,52.63
Kastamonu,2024-06,53.04
Kastamonu,2024-08,49.29
Kastamonu,2024-09,56.5
Kastamonu,2024-10,55.08
Kastamonu,2024-11,55.32
Kastamonu,2025-01,56.97
Kastamonu,2025-02,65.27
Kastamonu,2025-03,64.65
Kastamonu,2025-04,54.0
Kastamonu,2025-05,54.31
Kayseri,2020-01,62.47
Kayseri,2020-03,62.37
Kayseri,2020-04,55.71
Kayseri,2020-05,51.49
Kayseri,2020-06,52.07
Kayseri,2020-07,49.02
Kayseri,2020-08,47.68
Kayseri,2020-09,49.09
Kayseri,2020-10,50.7
Kayseri,2020-11,55.48
Kayseri,2020-12,58.81
Kayseri,2021-01,66.43
Kayseri,2021-02,65.54
Kayseri,2021-03,62.22
Kayseri,2021-04,50.74
Kayseri,2021-05,50.0
Kayseri,2021-06,50.53
Kayseri,2021-07,50.84
Kayseri,2021-08,46.49
Kayseri,2021-09,49.28
Kayseri,2021-10,52.37
Kayseri,2021-11,54.99
Kayseri,2021-12,59.47
Kayseri,2022-04,54.89
Kayseri,2022-05,53.87
Kayseri,2022-06,52.01
Kayseri,2022-07,45.35
Kayseri,2022-08,49.46
Kayseri,2022-09,48.0
Kayseri,2022-10,50.76
Kayseri,2022-11,54.22
Kayseri,2022-12,62.12
Kayseri,2023-01,58.33
Kayseri,2023-05,56.82
Kayseri,2023-06,51.49
Kayseri,2023-07,47.59
Kayseri,2023-08,46.21
Kayseri,2023-09,47.08
Kayseri,2023-10,54.32
Kayseri,2023-11,56.62
Kayseri,2023-12,59.54
Kayseri,2024-02,54.46
Kayseri,2024-03,54.34
Kayseri,2024-04,55.48
Kayseri,2024-06,44.4
Kayseri,2024-07,46.67
Kayseri,2024-08,49.67
Kayseri,2024-09,50.88
Kayseri,2024-10,47.25
Kayseri,2024-11,53.52
Kayseri,2025-01,61.28
Kayseri,2025-02,57.12
Kayseri,2025-03,58.72
Kayseri,2025-04,59.71
Kayseri,2025-05,52.05
Kilis,2020-01,54.03
Kilis,2020-02,53.43
Kilis,2020-03,49.25
Kilis,2020-04,52.4
Kilis,2020-05,46.78
Kilis,2020-06,44.31
Kilis,2020-07,42.87
Kilis,2020-08,42.33
Kilis,2020-09,44.32
Kilis,2020-10,46.62
Kilis,2020-11,52.46
Kilis,2020-12,55.26
Kilis,2021-01,53.99
Kilis,2021-02,51.81
Kilis,2021-03,51.49
Kilis,2021-04,48.82
Kilis,2021-05,45.43
Kilis,2021-06,45.89
Kilis,2021-07,42.22
Kilis,2021-08,42.58
Kilis,2021-09,44.03
Kilis,2021-10,45.96
Kilis,2021-11,49.74
Kilis,2021-12,54.42
Kilis,2022-01,55.12
Kilis,2022-02,53.04
Kilis,2022-03,50.65
Kilis,2022-04,48.8
Kilis,2022-05,48.76
Kilis,2022-06,43.87
Kilis,2022-07,41.62
Kilis,2022-08,44.04
Kilis,2022-09,45.25
Kilis,2022-10,47.19
Kilis,2022-11,48.62
Kilis,2022-12,53.09
Kilis,2023-01,54.74
Kilis,2023-02,51.42
Kilis,2023-03,51.09
Kilis,2023-04,51.5
Kilis,2023-05,46.9
Kilis,2023-06,43.98
Kilis,2023-07,41.57
Kilis,2023-08,43.49
Kilis,2023-09,42.48
Kilis,2023-10,47.29
Kilis,2023-11,47.22
Kilis,2023-12,52.19
Kilis,2024-02,48.31
Kilis,2024-03,53.37
Kilis,2024-04,46.54
Kilis,2024-05,47.49
Kilis,2024-06,40.87
Kilis,2024-07,39.45
Kilis,2024-08,42.05
Kilis,2024-09,46.44
Kilis,2024-10,47.32
Kilis,2024-11,51.32
Kilis,2024-12,53.2
Kilis,2025-01,52.0
Kilis,2025-02,51.38
Kilis,2025-03,48.47
Kilis,2025-04,44.13
Kilis,2025-05,45.7
Kocaeli,2020-01,60.03
Kocaeli,2020-02,55.23
Kocaeli,2020-03,51.86
Kocaeli,2020-04,54.3
Kocaeli,2020-05,50.09
Kocaeli,2020-07,49.84
Kocaeli,2020-08,52.96
Kocaeli,2020-09,54.7
Kocaeli,2020-10,51.21
Kocaeli,2020-11,54.24
Kocaeli,2020-12,54.49
Kocaeli,2021-01,59.66
Kocaeli,2021-02,57.96
Kocaeli,2021-03,60.71
Kocaeli,2021-05,51.47
Kocaeli,2021-06,54.24
Kocaeli,2021-07,50.7
Kocaeli,2021-08,52.91
Kocaeli,2021-09,55.57
Kocaeli,2021-10,55.36
Kocaeli,2021-11,55.49
Kocaeli,2021-12,57.03
Kocaeli,2022-01,61.19
Kocaeli,2022-02,56.56
Kocaeli,2022-03,57.73
Kocaeli,2022-04,52.83
Kocaeli,2022-05,50.98
Kocaeli,2022-06,61.52
Kocaeli,2022-07,51.26
Kocaeli,2022-08,48.46
Kocaeli,2022-09,54.94
Kocaeli,2022-10,52.05
Kocaeli,2022-11,58.4
Kocaeli,2022-12,56.45
Kocaeli,2023-01,54.44
Kocaeli,2023-02,55.31
Kocaeli,2023-03,57.66
Kocaeli,2023-06,50.78
Kocaeli,2023-07,51.2
Kocaeli,2023-08,47.47
Kocaeli,2023-09,51.29
Kocaeli,2023-10,53.21
Kocaeli,2023-11,56.45
Kocaeli,2023-12,56.42
Kocaeli,2024-01,61.47
Kocaeli,2024-02,49.53
Kocaeli,2024-03,52.38
Kocaeli,2024-04,50.52
Kocaeli,2024-06,53.95
Kocaeli,2024-07,58.45
Kocaeli,2024-08,46.39
Kocaeli,2024-09,52.97
Kocaeli,2024-10,54.39
Kocaeli,2024-11,55.75
Kocaeli,2024-12,56.97
Kocaeli,2025-01,54.46
Kocaeli,2025-05,52.4
Konya,2020-02,56.1
Konya,2020-03,54.99
Konya,2020-05,53.31
Konya,2020-06,51.0
Konya,2020-07,49.28
Konya,2020-08,48.49
Konya,2020-09,50.14
Konya,2020-10,51.07
Konya,2020-11,56.25
Konya,2020-12,57.17
Konya,2021-01,63.18
Konya,2021-02,56.97
Konya,2021-04,56.5
Konya,2021-05,50.62
Konya,2021-06,51.72
Konya,2021-07,49.36
Konya,2021-08,47.68
Konya,2021-09,52.48
Konya,2021-10,52.84
Konya,2021-11,54.57
Konya,2021-12,63.69
Konya,2022-01,62.28
Konya,2022-03,60.66
Konya,2022-04,52.0
Konya,2022-05,55.16
Konya,2022-06,56.28
Konya,2022-07,48.83
Konya,2022-08,52.12
Konya,2022-09,53.39
Konya,2022-10,53.13
Konya,2022-11,54.66
Konya,2022-12,57.0
Konya,2023-01,56.55
Konya,2023-03,59.08
Konya,2023-05,63.02
Konya,2023-06,50.86
Konya,2023-07,47.4
Konya,2023-08,48.37
Konya,2023-09,49.27
Konya,2023-10,52.93
Konya,2023-11,53.31
Konya,2023-12,55.84
Konya,2024-01,58.63
Konya,2024-02,56.49
Konya,2024-03,55.41
Konya,2024-04,51.81
Konya,2024-05,53.84
Konya,2024-06,45.0
Konya,2024-07,56.48
Konya,2024-08,47.46
Konya,2024-09,51.31
Konya,2024-10,51.1
Konya,2024-11,55.03
Konya,2024-12,57.78
Konya,2025-01,57.19
Konya,2025-02,54.39
Konya,2025-03,53.91
Konya,2025-04,55.08
Konya,2025-05,57.17
Kütahya,2020-01,62.15
Kütahya,2020-02,57.26
Kütahya,2020-03,54.03
Kütahya,2020-04,55.57
Kütahya,2020-05,50.02
Kütahya,2020-06,50.89
Kütahya,2020-07,50.22
Kütahya,2020-08,49.12
Kütahya,2020-09,50.35
Kütahya,2020-10,51.31
Kütahya,2020-11,54.42
Kütahya,2020-12,56.25
Kütahya,2021-01,63.54
Kütahya,2021-02,55.41
Kütahya,2021-03,59.69
Kütahya,2021-05,49.37
Kütahya,2021-06,50.01
Kütahya,2021-07,49.03
Kütahya,2021-08,51.34
Kütahya,2021-09,53.83
Kütahya,2021-10,52.05
Kütahya,2021-11,54.18
Kütahya,2022-01,58.98
Kütahya,2022-02,62.08
Kütahya,2022-03,53.14
Kütahya,2022-04,64.53
Kütahya,2022-05,53.28
Kütahya,2022-06,52.49
Kütahya,2022-07,49.85
Kütahya,2022-08,49.72
Kütahya,2022-09,53.38
Kütahya,2022-10,52.49
Kütahya,2022-11,53.22
Kütahya,2022-12,55.76
Kütahya,2023-01,56.56
Kütahya,2023-02,61.69
Kütahya,2023-03,52.65
Kütahya,2023-04,59.46
Kütahya,2023-05,60.12
Kütahya,2023-06,56.59
Kütahya,2023-07,47.88
Kütahya,2023-08,51.83
Kütahya,2023-09,47.01
Kütahya,2023-10,51.52
Kütahya,2023-12,53.98
Kütahya,2024-01,59.88
Kütahya,2024-02,56.79
Kütahya,2024-03,52.9
Kütahya,2024-04,50.78
Kütahya,2024-05,52.95
Kütahya,2024-06,47.24
Kütahya,2024-07,45.25
Kütahya,2024-08,46.52
Kütahya,2024-09,46.4
Kütahya,2024-10,50.98
Kütahya,2024-11,52.74
Kütahya,2024-12,59.58
Kütahya,2025-01,57.68
Kütahya,2025-02,55.7
Kütahya,2025-03,58.43
Kütahya,2025-04,52.02
Kütahya,2025-05,55.09
Kırklareli,2020-01,55.87
Kırklareli,2020-02,55.15
Kırklareli,2020-03,53.44
Kırklareli,2020-04,55.09
Kırklareli,2020-05,51.59
Kırklareli,2020-06,54.39
Kırklareli,2020-07,51.69
Kırklareli,2020-08,52.38
Kırklareli,2020-09,50.72
Kırklareli,2020-10,53.89
Kırklareli,2020-11,54.36
Kırklareli,2021-01,61.11
Kırklareli,2021-02,53.24
Kırklareli,2021-03,56.0
Kırklareli,2021-04,51.11
Kırklareli,2021-05,50.54
Kırklareli,2021-06,49.12
Kırklareli,2021-07,48.24
Kırklareli,2021-08,51.73
Kırklareli,2021-09,59.33
Kırklareli,2021-11,54.27
Kırklareli,2022-01,59.92
Kırklareli,2022-02,60.47
Kırklareli,2022-03,54.84
Kırklareli,2022-04,53.27
Kırklareli,2022-05,50.24
Kırklareli,2022-06,55.13
Kırklareli,2022-07,50.76
Kırklareli,2022-08,55.28
Kırklareli,2022-09,51.22
Kırklareli,2022-10,55.92
Kırklareli,2022-11,53.04
Kırklareli,2022-12,53.37
Kırklareli,2023-01,50.72
Kırklareli,2023-02,57.36
Kırklareli,2023-03,49.9
Kırklareli,2023-06,52.41
Kırklareli,2023-07,52.2
Kırklareli,2023-08,47.17
Kırklareli,2023-09,54.18
Kırklareli,2023-10,51.2
Kırklareli,2023-11,61.5
Kırklareli,2023-12,53.86
Kırklareli,2024-02,54.5
Kırklareli,2024-03,63.52
Kırklareli,2024-04,51.19
Kırklareli,2024-05,48.71
Kırklareli,2024-06,50.03
Kırklareli,2024-07,51.52
Kırklareli,2024-08,48.15
Kırklareli,2024-09,54.09
Kırklareli,2024-10,53.44
Kırklareli,2024-11,51.14
Kırklareli,2024-12,56.41
Kırklareli,2025-01,61.95
Kırklareli,2025-02,63.81
Kırklareli,2025-03,53.33
Kırklareli,2025-05,52.28
Kırıkkale,2020-01,56.42
Kırıkkale,2020-02,53.92
Kırıkkale,2020-03,53.38
Kırıkkale,2020-04,52.27
Kırıkkale,2020-05,50.78
Kırıkkale,2020-06,48.68
Kırıkkale,2020-07,46.44
Kırıkkale,2020-08,44.34
Kırıkkale,2020-09,47.32
Kırıkkale,2020-10,50.81
Kırıkkale,2020-11,53.5
Kırıkkale,2020-12,56.07
Kırıkkale,2021-01,59.17
Kırıkkale,2021-02,52.85
Kırıkkale,2021-03,55.73
Kırıkkale,2021-05,46.17
Kırıkkale,2021-06,55.26
Kırıkkale,2021-07,44.83
Kırıkkale,2021-08,46.09
Kırıkkale,2021-09,50.78
Kırıkkale,2021-10,51.3
Kırıkkale,2021-11,56.3
Kırıkkale,2021-12,57.12
Kırıkkale,2022-01,57.09
Kırıkkale,2022-02,64.33
Kırıkkale,2022-03,55.24
Kırıkkale,2022-04,47.71
Kırıkkale,2022-05,47.49
Kırıkkale,2022-06,49.76
Kırıkkale,2022-07,46.51
Kırıkkale,2022-08,46.35
Kırıkkale,2022-09,49.12
Kırıkkale,2022-10,48.9
Kırıkkale,2022-11,54.0
Kırıkkale,2022-12,56.91
Kırıkkale,2023-01,56.63
Kırıkkale,2023-02,54.3
Kırıkkale,2023-03,56.34
Kırıkkale,2023-04,50.0
Kırıkkale,2023-05,53.73
Kırıkkale,2023-06,48.28
Kırıkkale,2023-07,45.07
Kırıkkale,2023-08,42.61
Kırıkkale,2023-09,46.45
Kırıkkale,2023-10,49.92
Kırıkkale,2023-11,53.2
Kırıkkale,2023-12,54.54
Kırıkkale,2024-01,56.23
Kırıkkale,2024-02,53.89
Kırıkkale,2024-03,52.12
Kırıkkale,2024-04,50.5
Kırıkkale,2024-05,46.78
Kırıkkale,2024-06,42.5
Kırıkkale,2024-07,47.31
Kırıkkale,2024-08,44.9
Kırıkkale,2024-09,49.47
Kırıkkale,2024-10,52.3
Kırıkkale,2024-11,51.66
Kırıkkale,2024-12,56.36
Kırıkkale,2025-01,53.78
Kırıkkale,2025-02,63.59
Kırıkkale,2025-03,50.24
Kırıkkale,2025-04,53.33
Kırıkkale,2025-05,47.96
Kırşehir,2020-01,55.18
Kırşehir,2020-03,53.23
Kırşehir,2020-04,55.14
Kırşehir,2020-05,49.03
Kırşehir,2020-06,49.08
Kırşehir,2020-07,47.65
Kırşehir,2020-08,47.25
Kırşehir,2020-09,47.61
Kırşehir,2020-10,51.47
Kırşehir,2020-11,53.07
Kırşehir,2020-12,55.25
Kırşehir,2021-01,55.45
Kırşehir,2021-02,55.53
Kırşehir,2021-03,52.87
Kırşehir,2021-05,45.94
Kırşehir,2021-06,57.05
Kırşehir,2021-07,47.57
Kırşehir,2021-08,46.88
Kırşehir,2021-09,49.63
Kırşehir,2021-10,51.5
Kırşehir,2021-11,54.12
Kırşehir,2021-12,54.31
Kırşehir,2022-01,52.6
Kırşehir,2022-03,59.11
Kırşehir,2022-04,51.86
Kırşehir,2022-05,47.9
Kırşehir,2022-06,50.57
Kırşehir,2022-07,47.57
Kırşehir,2022-08,52.54
Kırşehir,2022-09,49.49
Kırşehir,2022-10,49.02
Kırşehir,2022-11,53.62
Kırşehir,2022-12,52.18
Kırşehir,2023-01,51.97
Kırşehir,2023-02,57.04
Kırşehir,2023-05,55.03
Kırşehir,2023-06,48.4
