sehir,tarih,aylik_ortalama_ecopulse
Tokat,2021-02,62.33
Tokat,2021-03,58.46
Tokat,2021-04,52.23
Tokat,2021-05,50.58
Tokat,2021-06,53.6
Tokat,2021-07,50.41
Tokat,2021-08,46.97
Tokat,2021-09,53.21
Tokat,2021-10,52.61
Tokat,2021-11,54.3
Tokat,2021-12,58.36
Tokat,2022-01,61.38
Tokat,2022-02,65.11
Tokat,2022-04,54.6
Tokat,2022-05,51.75
Tokat,2022-06,50.47
Tokat,2022-07,50.44
Tokat,2022-08,51.62
Tokat,2022-09,51.14
Tokat,2022-10,52.38
Tokat,2022-11,54.19
Tokat,2022-12,57.31
Tokat,2023-01,56.74
Tokat,2023-03,53.01
Tokat,2023-06,49.8
Tokat,2023-07,48.44
Tokat,2023-08,46.19
Tokat,2023-09,46.99
Tokat,2023-10,51.3
Tokat,2023-12,58.2
Tokat,2024-02,52.45
Tokat,2024-04,50.53
Tokat,2024-06,48.5
Tokat,2024-07,50.75
Tokat,2024-08,46.54
Tokat,2024-09,49.49
Tokat,2024-10,50.46
Tokat,2024-11,54.0
Tokat,2024-12,59.1
Tokat,2025-01,57.36
Tokat,2025-03,58.07
Tokat,2025-04,55.86
Tokat,2025-05,47.52
Trabzon,2020-01,62.2
Trabzon,2020-02,56.22
Trabzon,2020-03,62.21
Trabzon,2020-04,59.98
Trabzon,2020-05,57.63
Trabzon,2020-06,47.65
Trabzon,2020-08,51.31
Trabzon,2020-09,50.7
Trabzon,2020-10,53.08
Trabzon,2020-11,58.77
Trabzon,2020-12,57.72
Trabzon,2021-01,60.43
Trabzon,2021-02,60.54
Trabzon,2021-04,59.79
Trabzon,2021-05,51.15
Trabzon,2021-06,57.73
Trabzon,2021-10,57.56
Trabzon,2021-11,57.32
Trabzon,2021-12,61.95
Trabzon,2022-04,60.34
Trabzon,2022-05,56.44
Trabzon,2022-09,49.85
Trabzon,2022-11,58.16
Trabzon,2022-12,59.38
Trabzon,2023-01,59.67
Trabzon,2023-05,58.69
Trabzon,2023-07,50.04
Trabzon,2023-10,51.66
Trabzon,2023-11,52.93
Trabzon,2023-12,61.19
Trabzon,2024-02,55.93
Trabzon,2024-04,54.36
Trabzon,2024-05,54.59
Trabzon,2024-06,49.36
Trabzon,2024-07,47.89
Trabzon,2024-09,55.45
Trabzon,2024-10,51.05
Trabzon,2024-11,62.03
Trabzon,2024-12,62.35
Trabzon,2025-01,60.28
Trabzon,2025-05,51.9
Tunceli,2020-01,61.39
Tunceli,2020-02,63.16
Tunceli,2020-04,62.58
Tunceli,2020-05,51.89
Tunceli,2020-06,49.2
Tunceli,2020-07,50.17
Tunceli,2020-08,49.05
Tunceli,2020-09,47.93
Tunceli,2020-10,49.37
Tunceli,2020-11,57.32
Tunceli,2020-12,64.82
Tunceli,2021-02,62.59
Tunceli,2021-04,57.54
Tunceli,2021-05,49.77
Tunceli,2021-06,47.53
Tunceli,2021-07,51.32
Tunceli,2021-08,52.6
Tunceli,2021-09,49.48
Tunceli,2021-10,51.16
Tunceli,2021-11,54.85
Tunceli,2021-12,60.51
Tunceli,2022-01,64.77
Tunceli,2022-02,63.39
Tunceli,2022-05,53.07
Tunceli,2022-06,53.8
Tunceli,2022-07,50.04
Tunceli,2022-08,47.5
Tunceli,2022-09,47.04
Tunceli,2022-10,52.23
Tunceli,2022-11,53.3
Tunceli,2022-12,59.36
Tunceli,2023-01,57.96
Tunceli,2023-02,64.26
Tunceli,2023-05,62.63
Tunceli,2023-06,55.39
Tunceli,2023-07,46.84
Tunceli,2023-08,46.9
Tunceli,2023-09,51.94
Tunceli,2023-10,54.74
Tunceli,2023-12,64.79
Tunceli,2024-01,61.36
Tunceli,2024-02,63.29
Tunceli,2024-05,62.73
Tunceli,2024-06,47.91
Tunceli,2024-07,47.04
Tunceli,2024-08,48.84
Tunceli,2024-09,49.72
Tunceli,2024-10,52.55
Tunceli,2024-11,53.88
Tunceli,2025-01,61.59
Tunceli,2025-04,61.49
Tunceli,2025-05,54.11
Uşak,2020-01,58.71
Uşak,2020-02,55.73
Uşak,2020-03,51.41
Uşak,2020-04,53.51
Uşak,2020-05,50.2
Uşak,2020-06,52.16
Uşak,2020-07,47.22
Uşak,2020-08,45.87
Uşak,2020-09,47.18
Uşak,2020-10,50.5
Uşak,2020-11,54.69
Uşak,2020-12,57.38
Uşak,2021-01,56.98
Uşak,2021-02,54.09
Uşak,2021-03,53.17
Uşak,2021-04,56.83
Uşak,2021-05,45.81
Uşak,2021-06,46.81
Uşak,2021-07,46.72
Uşak,2021-08,44.92
Uşak,2021-09,49.73
Uşak,2021-10,52.06
Uşak,2021-11,52.92
Uşak,2021-12,57.08
Uşak,2022-01,57.9
Uşak,2022-02,58.36
Uşak,2022-03,53.93
Uşak,2022-04,57.99
Uşak,2022-05,53.61
Uşak,2022-06,54.56
Uşak,2022-07,46.25
Uşak,2022-08,47.87
Uşak,2022-09,49.32
Uşak,2022-10,50.57
Uşak,2022-11,52.34
Uşak,2022-12,55.4
Uşak,2023-01,56.96
Uşak,2023-02,56.13
Uşak,2023-03,50.65
Uşak,2023-04,63.21
Uşak,2023-05,59.24
Uşak,2023-06,54.49
Uşak,2023-07,45.94
Uşak,2023-08,48.07
Uşak,2023-09,46.21
Uşak,2023-10,49.53
Uşak,2023-11,53.38
Uşak,2023-12,50.96
Uşak,2024-01,56.0
Uşak,2024-02,53.52
Uşak,2024-03,53.26
Uşak,2024-04,49.33
Uşak,2024-05,52.29
Uşak,2024-06,43.88
Uşak,2024-07,47.3
Uşak,2024-08,46.12
Uşak,2024-09,45.74
Uşak,2024-10,49.47
Uşak,2024-11,52.82
Uşak,2024-12,56.1
Uşak,2025-01,52.42
Uşak,2025-02,53.55
Uşak,2025-03,51.72
Uşak,2025-04,52.88
Uşak,2025-05,50.73
Van,2020-02,64.23
Van,2020-05,56.82
Van,2020-06,51.3
Van,2020-07,52.56
Van,2020-08,49.15
Van,2020-09,53.82
Van,2020-10,51.38
Van,2020-11,61.09
Van,2020-12,63.72
Van,2021-04,58.49
Van,2021-05,53.37
Van,2021-06,48.32
Van,2021-07,51.26
Van,2021-08,49.92
Van,2021-09,51.18
Van,2021-10,53.3
Van,2021-11,57.57
Van,2022-01,64.2
Van,2022-05,53.47
Van,2022-06,52.59
Van,2022-07,48.3
Van,2022-08,48.64
Van,2022-09,48.04
Van,2022-10,58.28
Van,2022-11,57.18
Van,2022-12,60.79
Van,2023-01,61.09
Van,2023-05,61.05
Van,2023-06,50.97
Van,2023-07,49.96
Van,2023-08,51.73
Van,2023-09,53.8
Van,2023-10,62.27
Van,2023-11,52.48
Van,2024-04,59.26
Van,2024-05,63.16
Van,2024-06,51.41
Van,2024-07,54.73
Van,2024-08,54.89
Van,2024-09,50.74
Van,2024-10,50.88
Van,2024-11,58.95
Van,2024-12,61.94
Van,2025-01,62.87
Van,2025-05,54.02
Yalova,2020-01,58.8
Yalova,2020-02,56.0
Yalova,2020-03,55.73
Yalova,2020-04,54.6
Yalova,2020-05,51.37
Yalova,2020-06,50.56
Yalova,2020-07,50.65
Yalova,2020-08,53.55
Yalova,2020-09,50.38
Yalova,2020-10,52.16
Yalova,2020-11,55.07
Yalova,2021-01,54.9
Yalova,2021-02,58.94
Yalova,2021-05,50.8
Yalova,2021-06,50.25
Yalova,2021-07,51.01
Yalova,2021-08,50.32
Yalova,2021-10,56.73
Yalova,2021-11,55.46
Yalova,2021-12,59.19
Yalova,2022-01,54.99
Yalova,2022-02,59.53
Yalova,2022-03,60.62
Yalova,2022-04,53.12
Yalova,2022-05,52.95
Yalova,2022-06,50.98
Yalova,2022-07,53.18
Yalova,2022-08,52.54
Yalova,2022-09,51.58
Yalova,2022-10,57.19
Yalova,2022-11,52.66
Yalova,2022-12,57.85
Yalova,2023-01,56.09
Yalova,2023-02,61.51
Yalova,2023-04,58.45
Yalova,2023-05,59.77
Yalova,2023-06,52.45
Yalova,2023-07,50.07
Yalova,2023-08,49.22
Yalova,2023-09,51.25
Yalova,2023-10,52.44
Yalova,2023-11,64.9
Yalova,2023-12,56.59
Yalova,2024-02,55.76
Yalova,2024-03,54.51
Yalova,2024-04,54.11
Yalova,2024-05,52.16
Yalova,2024-06,50.85
Yalova,2024-07,51.78
Yalova,2024-08,51.86
Yalova,2024-10,54.29
Yalova,2024-11,55.83
Yalova,2024-12,55.88
Yalova,2025-01,52.81
Yalova,2025-02,56.05
Yalova,2025-03,54.91
Yalova,2025-04,55.6
Yalova,2025-05,52.52
Yozgat,2020-01,60.78
Yozgat,2020-02,59.99
Yozgat,2020-03,54.77
Yozgat,2020-04,54.37
Yozgat,2020-05,52.95
Yozgat,2020-06,50.1
Yozgat,2020-07,48.67
Yozgat,2020-08,46.85
Yozgat,2020-09,48.56
Yozgat,2020-10,51.02
Yozgat,2020-11,55.5
Yozgat,2020-12,55.53
Yozgat,2021-01,59.35
Yozgat,2021-02,56.08
Yozgat,2021-03,55.74
Yozgat,2021-04,51.95
Yozgat,2021-05,50.38
Yozgat,2021-06,50.79
Yozgat,2021-07,48.79
Yozgat,2021-08,46.27
Yozgat,2021-09,51.22
Yozgat,2021-10,51.32
Yozgat,2021-11,54.08
Yozgat,2021-12,55.56
Yozgat,2022-01,55.95
Yozgat,2022-02,64.69
Yozgat,2022-04,52.56
Yozgat,2022-05,52.34
Yozgat,2022-06,50.77
Yozgat,2022-07,48.7
Yozgat,2022-08,49.65
Yozgat,2022-09,50.76
Yozgat,2022-10,50.29
Yozgat,2022-11,53.36
Yozgat,2022-12,55.95
Yozgat,2023-01,56.78
Yozgat,2023-02,59.2
Yozgat,2023-03,54.85
Yozgat,2023-04,56.52
Yozgat,2023-05,52.03
Yozgat,2023-06,51.93
Yozgat,2023-07,49.17
Yozgat,2023-08,45.81
Yozgat,2023-09,49.8
Yozgat,2023-10,51.26
Yozgat,2023-11,52.01
Yozgat,2023-12,55.23
Yozgat,2024-02,51.86
Yozgat,2024-03,55.37
Yozgat,2024-04,52.01
Yozgat,2024-05,59.65
Yozgat,2024-06,46.29
Yozgat,2024-07,49.92
Yozgat,2024-08,47.2
Yozgat,2024-09,50.98
Yozgat,2024-10,47.05
Yozgat,2024-11,52.07
Yozgat,2024-12,61.93
Yozgat,2025-01,57.89
Yozgat,2025-03,56.79
Yozgat,2025-04,50.1
Yozgat,2025-05,51.89
Zonguldak,2020-01,58.05
Zonguldak,2020-02,56.96
Zonguldak,2020-04,54.25
Zonguldak,2020-05,50.82
Zonguldak,2020-06,55.86
Zonguldak,2020-07,51.12
Zonguldak,2020-08,48.66
Zonguldak,2020-09,50.27
Zonguldak,2020-10,53.29
Zonguldak,2020-11,52.57
Zonguldak,2020-12,57.01
Zonguldak,2021-01,53.24
Zonguldak,2021-02,63.25
Zonguldak,2021-05,50.01
Zonguldak,2021-06,56.99
Zonguldak,2021-07,50.31
Zonguldak,2021-08,52.02
Zonguldak,2021-09,51.66
Zonguldak,2021-10,54.86
Zonguldak,2021-11,53.76
Zonguldak,2022-01,54.75
Zonguldak,2022-05,53.65
Zonguldak,2022-07,52.59
Zonguldak,2022-08,53.31
Zonguldak,2022-09,63.96
Zonguldak,2022-10,49.66
Zonguldak,2022-12,54.46
Zonguldak,2023-01,53.94
Zonguldak,2023-03,55.53
Zonguldak,2023-07,47.28
Zonguldak,2023-08,48.67
Zonguldak,2023-09,50.78
Zonguldak,2023-10,50.96
Zonguldak,2023-11,60.6
Zonguldak,2023-12,54.63
Zonguldak,2024-01,61.1
Zonguldak,2024-02,52.67
Zonguldak,2024-03,50.49
Zonguldak,2024-04,53.02
Zonguldak,2024-05,50.94
Zonguldak,2024-06,47.68
Zonguldak,2024-07,48.47
Zonguldak,2024-08,51.12
Zonguldak,2024-09,53.35
Zonguldak,2024-10,51.05
Zonguldak,2024-11,50.72
Zonguldak,2025-01,52.35
Zonguldak,2025-02,65.64
Zonguldak,2025-03,59.43
Zonguldak,2025-04,50.92
Zonguldak,2025-05,49.74
Çanakkale,2020-01,60.26
Çanakkale,2020-02,58.74
Çanakkale,2020-03,57.83
Çanakkale,2020-04,57.1
Çanakkale,2020-05,56.2
Çanakkale,2020-06,54.31
Çanakkale,2020-07,54.22
Çanakkale,2020-08,54.91
Çanakkale,2020-09,54.05
Çanakkale,2020-10,56.05
Çanakkale,2020-11,58.9
Çanakkale,2020-12,59.05
Çanakkale,2021-01,57.36
Çanakkale,2021-02,58.93
Çanakkale,2021-03,57.44
Çanakkale,2021-04,59.61
Çanakkale,2021-05,53.58
Çanakkale,2021-06,55.75
Çanakkale,2021-07,52.79
Çanakkale,2021-08,53.52
Çanakkale,2021-09,55.7
Çanakkale,2021-10,57.19
Çanakkale,2021-11,55.26
Çanakkale,2021-12,60.37
Çanakkale,2022-01,61.6
Çanakkale,2022-02,60.15
Çanakkale,2022-03,58.86
Çanakkale,2022-04,54.12
Çanakkale,2022-05,54.78
Çanakkale,2022-06,55.17
Çanakkale,2022-07,53.28
Çanakkale,2022-08,54.93
Çanakkale,2022-09,54.84
Çanakkale,2022-10,55.77
Çanakkale,2022-11,55.97
Çanakkale,2022-12,57.78
Çanakkale,2023-01,59.42
Çanakkale,2023-02,59.33
Çanakkale,2023-03,55.58
Çanakkale,2023-04,58.14
Çanakkale,2023-05,57.61
Çanakkale,2023-06,53.18
Çanakkale,2023-07,51.64
Çanakkale,2023-08,52.15
Çanakkale,2023-09,52.91
Çanakkale,2023-10,54.63
Çanakkale,2023-11,56.24
Çanakkale,2023-12,56.9
Çanakkale,2024-02,57.04
Çanakkale,2024-03,59.58
Çanakkale,2024-04,54.58
Çanakkale,2024-05,54.2
Çanakkale,2024-06,51.43
Çanakkale,2024-07,50.88
Çanakkale,2024-08,51.48
Çanakkale,2024-09,54.57
Çanakkale,2024-10,55.24
Çanakkale,2024-11,56.23
Çanakkale,2024-12,60.0
Çanakkale,2025-01,60.3
Çanakkale,2025-02,60.09
Çanakkale,2025-03,55.29
Çanakkale,2025-04,58.76
Çanakkale,2025-05,54.21
Çankırı,2020-01,60.66
Çankırı,2020-02,61.72
Çankırı,2020-04,52.13
Çankırı,2020-05,53.89
Çankırı,2020-06,50.96
Çankırı,2020-07,50.25
Çankırı,2020-08,47.89
Çankırı,2020-09,51.73
Çankırı,2020-10,53.19
Çankırı,2020-11,54.0
Çankırı,2020-12,60.29
Çankırı,2021-01,54.51
Çankırı,2021-03,56.31
Çankırı,2021-05,48.28
Çankırı,2021-07,48.05
Çankırı,2021-08,48.68
Çankırı,2021-09,52.22
Çankırı,2021-10,55.38
Çankırı,2021-11,55.21
Çankırı,2022-03,61.18
Çankırı,2022-04,56.2
Çankırı,2022-05,52.1
Çankırı,2022-06,52.76
Çankırı,2022-07,50.25
Çankırı,2022-08,48.44
Çankırı,2022-09,53.27
Çankırı,2022-10,52.45
Çankırı,2022-11,54.46
Çankırı,2023-01,56.88
Çankırı,2023-02,63.93
Çankırı,2023-03,52.05
Çankırı,2023-05,51.83
Çankırı,2023-07,46.46
Çankırı,2023-08,46.4
Çankırı,2023-09,46.84
Çankırı,2023-10,52.83
Çankırı,2023-12,60.49
Çankırı,2024-02,53.29
Çankırı,2024-03,60.68
Çankırı,2024-04,49.48
Çankırı,2024-05,51.84
Çankırı,2024-06,46.4
Çankırı,2024-07,57.51
Çankırı,2024-08,47.1
Çankırı,2024-09,53.93
Çankırı,2024-10,52.04
Çankırı,2024-11,53.38
Çankırı,2025-01,55.37
Çankırı,2025-02,61.02
Çankırı,2025-03,54.44
Çankırı,2025-04,49.74
Çankırı,2025-05,49.21
Çorum,2020-01,60.1
Çorum,2020-02,60.71
Çorum,2020-03,56.29
Çorum,2020-04,53.69
Çorum,2020-05,54.24
Çorum,2020-06,48.89
Çorum,2020-07,49.92
Çorum,2020-08,45.23
Çorum,2020-09,49.86
Çorum,2020-10,50.56
Çorum,2020-11,55.99
Çorum,2020-12,57.0
Çorum,2021-01,56.51
Çorum,2021-02,58.4
Çorum,2021-03,55.08
Çorum,2021-05,46.57
Çorum,2021-06,54.16
Çorum,2021-07,48.47
Çorum,2021-08,48.48
Çorum,2021-09,52.67
Çorum,2021-10,52.03
Çorum,2021-11,55.17
Çorum,2021-12,54.33
Çorum,2022-04,50.66
Çorum,2022-05,51.08
Çorum,2022-06,51.64
Çorum,2022-07,48.84
Çorum,2022-08,51.27
Çorum,2022-09,48.86
Çorum,2022-10,53.74
Çorum,2022-11,55.86
Çorum,2022-12,54.16
Çorum,2023-01,55.75
Çorum,2023-02,63.02
Çorum,2023-03,47.88
Çorum,2023-04,52.52
Çorum,2023-05,52.73
Çorum,2023-06,42.59
Çorum,2023-07,47.59
Çorum,2023-08,45.68
Çorum,2023-09,48.81
Çorum,2023-10,51.07
Çorum,2023-11,51.67
Çorum,2023-12,56.05
Çorum,2024-02,52.59
Çorum,2024-03,50.91
Çorum,2024-04,50.44
Çorum,2024-05,51.62
Çorum,2024-06,45.07
Çorum,2024-07,52.82
Çorum,2024-08,46.85
Çorum,2024-09,51.61
Çorum,2024-10,48.83
Çorum,2024-11,52.61
Çorum,2024-12,62.1
Çorum,2025-01,57.75
Çorum,2025-02,58.13
Çorum,2025-03,53.5
Çorum,2025-04,49.61
Çorum,2025-05,53.75
İstanbul,2020-01,58.56
İstanbul,2020-02,59.27
İstanbul,2020-03,61.12
İstanbul,2020-04,55.08
İstanbul,2020-05,54.99
İstanbul,2020-06,48.97
İstanbul,2020-07,55.97
İstanbul,2020-08,55.34
İstanbul,2020-09,51.84
İstanbul,2020-10,55.84
İstanbul,2020-11,55.9
İstanbul,2021-01,55.67
İstanbul,2021-02,56.95
İstanbul,2021-03,55.73
İstanbul,2021-04,53.6
İstanbul,2021-05,54.84
İstanbul,2021-06,48.0
İstanbul,2021-07,56.15
İstanbul,2021-08,55.67
İstanbul,2021-09,57.67
İstanbul,2021-11,57.8
İstanbul,2022-01,59.06
İstanbul,2022-02,55.98
İstanbul,2022-03,54.25
İstanbul,2022-04,55.0
İstanbul,2022-05,53.93
İstanbul,2022-06,56.08
İstanbul,2022-07,51.27
İstanbul,2022-08,49.29
İstanbul,2022-09,57.17
İstanbul,2022-10,53.88
İstanbul,2022-11,53.9
İstanbul,2023-01,59.42
İstanbul,2023-03,58.44
İstanbul,2023-06,51.93
İstanbul,2023-07,51.71
İstanbul,2023-08,46.76
İstanbul,2023-09,55.18
İstanbul,2023-11,53.94
İstanbul,2023-12,57.84
İstanbul,2024-01,56.23
İstanbul,2024-02,53.78
İstanbul,2024-03,55.85
İstanbul,2024-04,51.16
İstanbul,2024-05,56.11
İstanbul,2024-06,52.81
İstanbul,2024-07,55.86
İstanbul,2024-08,53.83
İstanbul,2024-09,54.39
İstanbul,2024-10,57.04
İstanbul,2024-11,58.98
İstanbul,2024-12,57.72
İstanbul,2025-01,56.62
İstanbul,2025-03,51.04
İstanbul,2025-04,56.15
İstanbul,2025-05,49.95
İzmir,2020-01,59.6
İzmir,2020-02,56.09
İzmir,2020-03,56.3
İzmir,2020-04,52.24
İzmir,2020-05,52.45
İzmir,2020-06,53.6
İzmir,2020-07,49.99
İzmir,2020-08,49.73
İzmir,2020-09,51.91
İzmir,2020-10,56.27
İzmir,2020-11,56.57
İzmir,2020-12,60.12
İzmir,2021-01,53.88
İzmir,2021-02,53.7
İzmir,2021-03,55.33
İzmir,2021-04,56.05
İzmir,2021-05,48.34
İzmir,2021-06,52.56
İzmir,2021-07,49.18
İzmir,2021-08,49.1
İzmir,2021-09,51.65
İzmir,2021-10,54.52
İzmir,2021-11,54.31
İzmir,2021-12,62.89
İzmir,2022-01,58.86
İzmir,2022-02,59.58
İzmir,2022-03,56.08
İzmir,2022-04,53.43
İzmir,2022-05,55.53
İzmir,2022-06,56.1
İzmir,2022-07,48.21
İzmir,2022-08,51.29
İzmir,2022-09,52.51
İzmir,2022-10,54.48
İzmir,2022-11,52.53
İzmir,2022-12,57.22
İzmir,2023-01,56.93
İzmir,2023-02,58.05
İzmir,2023-03,54.81
İzmir,2023-04,59.24
İzmir,2023-05,60.54
İzmir,2023-06,52.57
İzmir,2023-07,48.77
İzmir,2023-08,51.56
İzmir,2023-09,48.59
İzmir,2023-10,50.27
İzmir,2023-11,57.75
İzmir,2023-12,56.07
İzmir,2024-01,57.27
İzmir,2024-02,55.28
İzmir,2024-03,55.05
İzmir,2024-04,50.22
İzmir,2024-05,53.72
İzmir,2024-06,48.88
İzmir,2024-07,46.21
İzmir,2024-08,48.97
İzmir,2024-09,53.67
İzmir,2024-10,51.84
İzmir,2024-11,53.62
İzmir,2024-12,56.47
İzmir,2025-01,56.12
İzmir,2025-02,59.44
İzmir,2025-03,54.09
İzmir,2025-04,58.73
İzmir,2025-05,52.2
Şanlıurfa,2020-01,53.95
Şanlıurfa,2020-02,55.37
Şanlıurfa,2020-03,50.32
Şanlıurfa,2020-04,53.97
Şanlıurfa,2020-05,46.38
Şanlıurfa,2020-06,46.29
Şanlıurfa,2020-07,45.72
Şanlıurfa,2020-08,44.44
Şanlıurfa,2020-09,45.17
Şanlıurfa,2020-10,48.6
Şanlıurfa,2020-11,51.78
Şanlıurfa,2020-12,53.81
Şanlıurfa,2021-01,54.47
Şanlıurfa,2021-02,52.94
Şanlıurfa,2021-03,54.04
Şanlıurfa,2021-04,53.7
Şanlıurfa,2021-05,47.27
Şanlıurfa,2021-06,44.91
Şanlıurfa,2021-07,43.42
Şanlıurfa,2021-08,45.39
Şanlıurfa,2021-09,45.46
Şanlıurfa,2021-10,47.66
Şanlıurfa,2021-11,51.42
Şanlıurfa,2021-12,56.25
Şanlıurfa,2022-01,56.89
Şanlıurfa,2022-02,55.46
Şanlıurfa,2022-03,53.51
Şanlıurfa,2022-04,54.77
Şanlıurfa,2022-05,48.5
Şanlıurfa,2022-06,45.22
Şanlıurfa,2022-07,42.98
Şanlıurfa,2022-08,44.14
Şanlıurfa,2022-09,45.46
Şanlıurfa,2022-10,47.54
Şanlıurfa,2022-11,50.5
Şanlıurfa,2022-12,53.19
Şanlıurfa,2023-01,53.57
Şanlıurfa,2023-02,56.06
Şanlıurfa,2023-03,54.95
Şanlıurfa,2023-04,53.95
Şanlıurfa,2023-05,50.85
Şanlıurfa,2023-06,48.69
Şanlıurfa,2023-07,41.72
Şanlıurfa,2023-08,45.94
Şanlıurfa,2023-09,44.79
Şanlıurfa,2023-10,52.75
Şanlıurfa,2023-11,51.91
Şanlıurfa,2023-12,54.48
Şanlıurfa,2024-01,52.02
Şanlıurfa,2024-02,51.4
Şanlıurfa,2024-03,52.96
Şanlıurfa,2024-04,52.14
Şanlıurfa,2024-05,54.46
Şanlıurfa,2024-06,45.31
Şanlıurfa,2024-07,42.18
Şanlıurfa,2024-08,44.24
Şanlıurfa,2024-09,47.53
Şanlıurfa,2024-10,50.96
Şanlıurfa,2024-11,53.01
Şanlıurfa,2024-12,56.82
Şanlıurfa,2025-01,53.18
Şanlıurfa,2025-02,53.97
Şanlıurfa,2025-03,50.27
Şanlıurfa,2025-04,49.54
Şanlıurfa,2025-05,49.55
Şırnak,2020-01,62.21
Şırnak,2020-02,65.19
Şırnak,2020-03,62.27
Şırnak,2020-04,64.88
Şırnak,2020-05,54.98
Şırnak,2020-06,47.3
Şırnak,2020-07,46.83
Şırnak,2020-08,46.9
Şırnak,2020-09,47.9
Şırnak,2020-10,50.13
Şırnak,2020-11,55.81
Şırnak,2020-12,60.71
Şırnak,2021-01,62.36
Şırnak,2021-02,63.84
Şırnak,2021-04,53.99
Şırnak,2021-05,50.38
Şırnak,2021-06,44.86
Şırnak,2021-07,45.71
Şırnak,2021-08,48.43
Şırnak,2021-09,45.96
Şırnak,2021-10,50.48
Şırnak,2021-11,55.3
Şırnak,2022-01,64.11
Şırnak,2022-02,61.38
Şırnak,2022-03,63.65
Şırnak,2022-04,52.76
Şırnak,2022-05,47.89
Şırnak,2022-06,47.02
Şırnak,2022-07,44.35
Şırnak,2022-08,46.18
Şırnak,2022-09,44.87
Şırnak,2022-10,51.83
Şırnak,2022-11,56.56
Şırnak,2022-12,59.99
Şırnak,2023-01,58.09
Şırnak,2023-02,62.67
Şırnak,2023-05,57.59
Şırnak,2023-06,48.62
Şırnak,2023-07,45.3
Şırnak,2023-08,46.61
Şırnak,2023-09,48.5
Şırnak,2023-10,62.53
Şırnak,2023-11,50.2
Şırnak,2023-12,60.88
Şırnak,2024-02,60.34
Şırnak,2024-03,66.19
Şırnak,2024-04,59.65
Şırnak,2024-06,46.27
Şırnak,2024-07,47.13
Şırnak,2024-08,48.31
Şırnak,2024-09,46.03
Şırnak,2024-10,51.36
Şırnak,2024-11,57.36
Şırnak,2024-12,60.77
Şırnak,2025-01,59.47
Şırnak,2025-02,60.79
Şırnak,2025-03,61.66
Şırnak,2025-05,50.22
